Certification Edition,CHPL ID,Listing Database ID,ONC-ACB Certification ID,Certification Date,Inactive As Of Date,Decertified As Of Date,Certification Status,ACB Name,Previous ACB Name,Developer Name,Developer Database ID,Vendor Street Address,Vendor City,Vendor State,Vendor Zip Code,Vendor Website,Self-developer,Vendor Contact Name,Vendor Contact Email,Vendor Contact Phone,Product Name,Product Database ID,Version,Version Database ID,Real World Testing Plans URL,Real World Testing Results URL,Total Surveillance Activities,Total Surveillance Non-conformities,Open Surveillance Non-conformities,Total Direct Review Activities,Total Direct Review Non-conformities,Open Direct Review Non-conformities,Medications,CPOE - Laboratory,CPOE - Diagnostic Imaging,Drug-Allergy Interaction,Demographics,Clinical Decision Support,Clinical Information Reconciliation and Incorporation,View Download and Transmit to 3rd Party,Transmission to Immunization Registries,Standardized API for Patient and Population Services
2015,15.04.04.3105.Your.PA.05.1.180707,9601,15.04.04.2879.Your.PA.05.1.180707,7/7/2018,1/25/2019,,Withdrawn by Developer,Drummond Group,,"MEDHOST Cloud Services, Inc.",2106,"6550 Carothers Parkway, Corporate 9, Suite 160",Franklin,TN,37067,https://www.medhost.com,Yes,Shawn Wiese,Shawn.Wiese@medhost.com,(615)761-1000,YourCareCommunity Patient Portal with YourCareEverywhere App,2775,v12.0,7423,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2015,15.02.05.3015.A066.01.00.1.180410,9366,IG-4044-18-0019,4/10/2018,1/31/2022,,Withdrawn by Developer,SLI Compliance,,"NovoMedici, LLC",2016,1508 E. Skyline Drive #600,Ogden,UT,84405,https://www.novomedici.com/,No,Shalisa Bingham,sbingham@novomedici.com,385-715-1156,NovoClinical,2872,1,7257,https://www.novomedici.com/wp-content/uploads/2021/10/Novomedical-All-Criteria-RWT-Real-Word-Testing-Oan-2021.xlsx,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2015,15.04.04.3022.EDIM.26.00.0.180801,9621,15.04.04.3022.EDIM.26.00.0.180801,8/1/2018,1/1/2021,,Withdrawn by Developer,Drummond Group,,Envision Physician Services,2023,3 Century Drive,Parsippany,NJ,7054,http://www.ema.net/EDIMS-update,Yes,Rajiv Bajaj,Rajiv.Bajaj@emcare.com,973-251-1173,EDIMS,2953,2.6.3,7441,,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.2978.UroC.82.01.1.180719,9607,15.04.04.2978.UroC.82.01.1.180719,7/19/2018,7/19/2019,,Withdrawn by Developer,Drummond Group,,"IntrinsiQ Specialty Solutions, Inc. FBO Healthtronics Information Technology Solutions Inc.",1979,5205 Plano Parkway,Carrollton,TX,75010,http://www.intrinsiq.com,No,Mary Brunson,mary.brunson2@intrinsiq.com,(877) 570-8721,UroChartEHR,3460,8.2,7429,,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.3105.Clou.PR.06.0.181112,9730,15.04.04.3027.Clou.PR.06.0.181112,11/12/2018,2/18/2019,,Withdrawn by Developer,Drummond Group,,"MEDHOST Cloud Services, Inc.",2106,"6550 Carothers Parkway, Corporate 9, Suite 160",Franklin,TN,37067,https://www.medhost.com,Yes,Shawn Wiese,Shawn.Wiese@medhost.com,(615)761-1000,YourCareCommunity Provider Portal,3481,V12.2,7527,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.1447.Synd.18.01.1.180801,9626,15.04.04.1447.Synd.18.01.1.180801,8/1/2018,1/16/2020,,Withdrawn by Developer,Drummond Group,,Epic Systems Corporation,448,1979 Milky Way,Verona,WI,53593,http://www.epic.com,No,Sasha TerMaat,info@epic.com,608-271-9000,Syndromic Surveillance Reporting,2608,Aug-18,7444,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.1821.ProE.04.00.1.180607,9549,15.04.04.1821.ProE.04.00.1.180607,6/7/2018,8/27/2019,,Withdrawn by Developer,Drummond Group,,"MD Synergy Solutions, LLC",822,"4500 Park Granada, Suite #202",Calabasas,CA,91302,http://www.mdsynergy.com,No,Pushpa Thillai,pthillai@mdsynergy.com,(818) 914-3456,ProEMR,1248,4,7386,,,2,3,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2015,15.04.04.2002.EMA5.10.00.0.180817,9630,15.04.04.2002.EMA5.10.00.0.180817,8/17/2018,10/15/2021,,Withdrawn by Developer,Drummond Group,,Modernizing Medicine,1003,4850 Network Way Suite 200,Boca Raton,FL,33431,http://www.modmed.com,No,Ida Mantashi,Ida.mantashi@modmed.com,561-880-2988 x1524,EMA,1697,5.1,7448,,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.2788.MEDH.18.02.0.180925,9671,15.04.04.2788.MEDH.18.02.0.180925,9/25/2018,7/6/2021,,Withdrawn by Developer,Drummond Group,,MEDHOST,1789,"6550 Carothers Pkwy, Suite 160",Franklin,TN,37067,http://www.medhost.com,Yes,Shawn Wiese,Shawn.Wiese@medhost.com,615.761.2570,MEDHOST Enterprise - eRx,2761,2018 R1,7481,,,1,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.3123.Touc.21.07.1.220131,10810,15.04.04.3123.Touc.21.07.1.220131,1/31/2022,12/31/2022,,Withdrawn by Developer,Drummond Group,,Altera Digital Health Inc.,2124,"2429 Military Rd, Ste 300",Niagara Falls,NY,14304,https://www.alterahealth.com/,No,Wes Hassell,wes.hassell@alterahealth.com,919-329-1738,TouchWorks EHR,2956,21.1,8436,https://www.alterahealth.com/legal/onc-reg-compliance/,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2015,15.04.04.2883.eCli.11.04.1.220201,10814,15.04.04.2883.eCli.11.04.1.220201,2/1/2022,12/31/2022,,Withdrawn by Developer,Drummond Group,,"eClinicalWorks, LLC",1884,2 Technology Drive,Westborough,MA,1581,http://www.eclinicalworks.com,No,Vinay Ginjupalli,Vinay.Ginjupalli@eclinicalworks.com,508-948-5070,eClinicalWorks,3189,11.52.301,8439,https://www.eclinicalworks.com/resources/certified-ehr-technology/,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2015,15.04.04.1901.BOLT.03.00.1.171231,9167,15.04.04.1901.BOLT.03.00.1.171231,12/31/2017,1/1/2020,,Withdrawn by Developer,Drummond Group,,"MedOne Systems, LLC",902,2349 State Route 821 Building 7A,Marietta,OH,45750,http://www.medonesystems.com,No,Amanda Herb,info@medonesystems.com,(740) 424-7987,BOLT,2806,V3.0.0,7095,,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.2788.MEDH.19.04.1.181101,9722,15.04.04.2788.MEDH.19.04.1.181101,11/1/2018,7/13/2022,,Withdrawn by Developer,Drummond Group,,MEDHOST,1789,"6550 Carothers Pkwy, Suite 160",Franklin,TN,37067,http://www.medhost.com,Yes,Shawn Wiese,Shawn.Wiese@medhost.com,615.761.2570,MEDHOST EDIS,3303,2019 R1,7519,https://www.medhost.com/about-us/regulatory-and-compliance/,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.3009.Emer.55.00.1.180727,9690,15.04.04.3009.Emer.55.00.1.180727,7/27/2018,12/31/2019,,Withdrawn by Developer,Drummond Group,,"Picis Clinical Solutions, Inc",2010,"9 Centennial Drive, Suite 202",Peabody,MA,1960,https://www.fivoshealth.com/,No,John Danahey,jdanahey@picis.com,224-217-9679,Emergisoft,2968,5.5,7499,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.2788.MEDH.FI.02.0.180925,9719,15.04.04.2788.MEDH.FI.02.0.180925,9/25/2018,7/6/2021,,Withdrawn by Developer,Drummond Group,,MEDHOST,1789,"6550 Carothers Pkwy, Suite 160",Franklin,TN,37067,http://www.medhost.com,Yes,Shawn Wiese,Shawn.Wiese@medhost.com,615.761.2570,MEDHOST Enterprise - Financials,2762,2018 R1,7516,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.2904.MDVi.25.00.1.181014,9687,15.04.04.2904.MDVi.25.00.1.181014,10/14/2018,5/30/2020,,Withdrawn by Developer,Drummond Group,,"Health Care 2000, Inc.",1905,"15715 S. Dixie Hwy, Suite 326",Palmetto Bay,FL,33157,http://www.hc2000inc.com,No,Luis Martinez,LMartinez@hc2000inc.com,+1 (305) 262-5959,MDVita,3292,25,7496,,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2015,15.04.04.2666.Adva.21.03.1.220131,10808,15.04.04.2666.Adva.21.03.1.220131,1/31/2022,10/17/2022,,Withdrawn by Developer,Drummond Group,,AdvancedMD,1667,698 West 10000 South,South Jordan,UT,84095,https://www.advancedmd.com/,No,Angela Knox,aknox@advancedmd.com,801-871-1097 x1097,AdvancedMD,2722,21.3,8434,https://www.advancedmd.com/emr-ehr-software/meaningful-use/ehr-certification/,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2015 Cures Update,15.07.04.3134.AX02.01.00.0.221222,11109,220010R00,12/22/2022,3/20/2023,,Withdrawn by Developer,Drummond Group,,Axxess,2135,"16000 Dallas Parkway, Ste 700N",Dallas,TX,75248,https://www.axxess.com,No,Adrian Killebrew,akillebrew@axxess.com,(214) 912-9916,Axxess Palliative,3670,v01,8685,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.2788.MEDH.R1.03.1.180925,9721,15.04.04.2788.MEDH.R1.03.1.180925,9/25/2018,1/19/2022,,Withdrawn by Developer,Drummond Group,,MEDHOST,1789,"6550 Carothers Pkwy, Suite 160",Franklin,TN,37067,http://www.medhost.com,Yes,Shawn Wiese,Shawn.Wiese@medhost.com,615.761.2570,MEDHOST EDIS,3303,2018 R1,7518,https://www.medhost.com/about-us/regulatory-and-compliance/,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.2883.eCli.11.01.1.211228,10764,15.04.04.2883.eCli.11.01.1.211228,12/28/2021,12/31/2022,,Withdrawn by Developer,Drummond Group,,"eClinicalWorks, LLC",1884,2 Technology Drive,Westborough,MA,1581,http://www.eclinicalworks.com,No,Vinay Ginjupalli,Vinay.Ginjupalli@eclinicalworks.com,508-948-5070,eClinicalWorks,3189,11.52.153,8419,https://www.eclinicalworks.com/resources/certified-ehr-technology/,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2015,15.04.04.2788.MEDH.ER.02.0.181008,9720,15.04.04.2788.MEDH.ER.02.0.181008,10/8/2018,7/15/2021,,Withdrawn by Developer,Drummond Group,,MEDHOST,1789,"6550 Carothers Pkwy, Suite 160",Franklin,TN,37067,http://www.medhost.com,Yes,Shawn Wiese,Shawn.Wiese@medhost.com,615.761.2570,MEDHOST Enterprise - eRx,2761,2019 R1,7517,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.2788.MEDH.FI.02.0.181008,9672,15.04.04.2788.MEDH.FI.02.0.181008,10/8/2018,7/15/2021,,Withdrawn by Developer,Drummond Group,,MEDHOST,1789,"6550 Carothers Pkwy, Suite 160",Franklin,TN,37067,http://www.medhost.com,Yes,Shawn Wiese,Shawn.Wiese@medhost.com,615.761.2570,MEDHOST Enterprise - Financials,2762,2019 R1,7482,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.3028.CTAR.02.00.0.181114,9736,15.04.04.3028.CTAR.02.00.0.181114,11/14/2018,1/29/2020,,Withdrawn by Developer,Drummond Group,,"CTARS, Inc.",2029,"555 California Street, Suite 4925, Financial District",San Francisco,CA,94104,https://www.ctars.cloud,No,Myles McNamara,myles.mcnamara@ctars.com.au,61 75409 3511,CTARS,2982,2,7532,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2015,15.07.07.2880.AT01.15.03.1.181121,9770,170038R03,11/21/2018,9/16/2019,,Withdrawn by Developer,ICSA Labs,,"athenahealth, Inc.",1881,80 Guest Street,Boston,MA,2135,https://www.athenahealth.com,No,Chris Barnes,cbarnes@athenahealth.com,617-402-1244,athenaClinicals,3135,18.11,7557,,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.2666.Adva.20.02.1.201231,10515,15.04.04.2666.Adva.20.02.1.201231,12/31/2020,1/31/2022,,Withdrawn by Developer,Drummond Group,,AdvancedMD,1667,698 West 10000 South,South Jordan,UT,84095,https://www.advancedmd.com/,No,Angela Knox,aknox@advancedmd.com,801-871-1097 x1097,AdvancedMD,2722,20.3,8233,https://www.advancedmd.com/emr-ehr-software/meaningful-use/ehr-certification/,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2015,15.04.04.2788.MEDH.55.05.0.181101,9735,15.04.04.2788.MEDH.55.05.0.181101,11/1/2018,6/1/2019,,Withdrawn by Developer,Drummond Group,,MEDHOST,1789,"6550 Carothers Pkwy, Suite 160",Franklin,TN,37067,http://www.medhost.com,Yes,Shawn Wiese,Shawn.Wiese@medhost.com,615.761.2570,MEDHOST Business Intelligence,2672,V5.5,7531,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.3105.Your.PR.05.0.181030,9717,15.04.04.3027.Your.PR.05.0.181030,10/30/2018,1/25/2019,,Withdrawn by Developer,Drummond Group,,"MEDHOST Cloud Services, Inc.",2106,"6550 Carothers Parkway, Corporate 9, Suite 160",Franklin,TN,37067,https://www.medhost.com,Yes,Shawn Wiese,Shawn.Wiese@medhost.com,(615)761-1000,YourCareCommunity Provider Portal,3481,V12.1,7514,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.1821.Alth.13.00.1.180930,9731,15.04.04.1821.Alth.13.00.1.180930,9/30/2018,1/1/2020,,Withdrawn by Developer,Drummond Group,,"MD Synergy Solutions, LLC",822,"4500 Park Granada, Suite #202",Calabasas,CA,91302,http://www.mdsynergy.com,No,Pushpa Thillai,pthillai@mdsynergy.com,(818) 914-3456,Althea Smart EHR,2962,Version 1.36,7528,,,1,2,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.1221.Powe.05.01.1.181108,9789,15.04.04.1221.Powe.05.01.1.181108,11/8/2018,7/12/2019,,Withdrawn by Developer,Drummond Group,,Cerner Corporation,222,"Innovations Campus, 8779 Hillcrest Road",Kansas City,MO,64138,https://www.oracle.com/health,No,Greg Thole,greg.thole@oracle.com,816-573-6569,PowerChart Touch,2893,6,7462,,,0,0,0,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.2709.Digi.19.00.1.181205,9778,15.04.04.2709.Digi.19.00.1.181205,12/5/2018,1/12/2021,,Withdrawn by Developer,Drummond Group,,"DigiDMS, Inc.",1710,2184 Morris Ave,"Union,",NJ,7083,http://www.DigiDMS.com,No,Pratik Yardi,support@digidms.com,(908) 688-8810,DigiDMS,3184,19,7565,,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2015,15.04.04.1221.Powe.62.01.1.181108,9791,15.04.04.1221.Powe.62.01.1.181108,11/8/2018,4/1/2020,,Withdrawn by Developer,Drummond Group,,Cerner Corporation,222,"Innovations Campus, 8779 Hillcrest Road",Kansas City,MO,64138,https://www.oracle.com/health,No,Greg Thole,greg.thole@oracle.com,816-573-6569,PowerChart Touch,2893,6.2+,7575,,,0,0,0,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.1447.Beak.18.03.1.181201,9795,15.04.04.1447.Beak.18.03.1.181201,12/1/2018,1/16/2020,,Withdrawn by Developer,Drummond Group,,Epic Systems Corporation,448,1979 Milky Way,Verona,WI,53593,http://www.epic.com,No,Sasha TerMaat,info@epic.com,608-271-9000,Beaker Reportable Labs Reporting,2609,Nov-18,7579,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.2880.Athe.IN.03.1.181207,9790,15.04.04.2880.Athe.IN.03.1.181207,12/7/2018,4/9/2020,,Withdrawn by Developer,Drummond Group,,"athenahealth, Inc.",1881,80 Guest Street,Boston,MA,2135,https://www.athenahealth.com,No,Chris Barnes,cbarnes@athenahealth.com,617-402-1244,athenaClinicals for Hospitals and Health Systems,3137,18.11,7574,,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2015 Cures Update,15.04.04.3032.EHRs.09.00.0.181229,9830,15.04.04.3032.EHRs.09.00.0.181229,12/29/2018,12/31/2023,,Withdrawn by Developer,Drummond Group,,CPS,2033,300 Congress St,Quincy,MA,2169,http://www.ehrs-c.com/,No,Derick Veliz,dveliz@cpsmh.org,978-337-1089,EHRs-C,3012,v.0.9.25,7608,,,0,0,0,0,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.2883.eCli.11.02.1.220201,10812,15.04.04.2883.eCli.11.02.1.220201,2/1/2022,12/31/2022,,Withdrawn by Developer,Drummond Group,,"eClinicalWorks, LLC",1884,2 Technology Drive,Westborough,MA,1581,http://www.eclinicalworks.com,No,Vinay Ginjupalli,Vinay.Ginjupalli@eclinicalworks.com,508-948-5070,eClinicalWorks,3189,11.52.225,8437,https://www.eclinicalworks.com/resources/certified-ehr-technology/,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2015,15.04.04.2964.Inte.18.00.1.181022,9805,15.04.04.2964.Inte.18.00.1.181022,10/22/2018,8/28/2020,,Withdrawn by Developer,Drummond Group,,"Integra Connect Newco, LLC",1965,"501 South Flagler Drive, Suite 600",West Palm Beach,FL,33401,https://www.integraconnect.com,No,Marie Finnegan,Marie.Finnegan@integraconnect.com,(800) 742-3069,IntegraCloud EHR,3006,18.4.02,7588,,,2,13,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2015,15.02.02.2713.A051.02.01.0.181214,9801,15.02.02.2713.A051.02.01.0.181214,12/14/2018,3/30/2021,,Withdrawn by Developer,UL LLC,,"Dynamic Health IT, Inc",1714,320-C Monticello Ave,New Orleans,LA,70121,https://www.dynamichealthit.com/,No,Jeff Robbins,jrobbins@dynamichealthit.com,504.309.9103,CQMsolution,3178,4,7584,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2015,15.02.05.1449.A092.01.00.1.181214,9800,15.02.02.1449.A092.01.00.1.181214,12/14/2018,2/4/2022,,Withdrawn by Developer,SLI Compliance,,Eprosystem Inc.,450,3208 E. Los Angeles Ave. Suite 33,Simi Valley,CA,93065,http://www.eprosystem.com,No,Karl Nguyen,knguyen@eprosystem.com,805-584-2802,EproMedical,686,3.0.0,7583,http://epromedical.com/real-world-testing/,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2015,15.02.05.1449.EPRO.01.01.1.220202,10817,15.02.05.1449.EPRO.01.01.1.220202,2/2/2022,11/12/2022,,Withdrawn by Developer,SLI Compliance,,Eprosystem Inc.,450,3208 E. Los Angeles Ave. Suite 33,Simi Valley,CA,93065,http://www.eprosystem.com,No,Karl Nguyen,knguyen@eprosystem.com,805-584-2802,EproMedical,686,3.0.0,1409,http://epromedical.com/real-world-testing/,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2015,15.05.05.2637.MYHE.01.00.1.181220,9824,15.05.05.2637.MYHE.01.00.1.181220,12/20/2018,7/27/2021,,Withdrawn by Developer,SLI Compliance,,"myhELO, Inc.",1638,PO Box 7009,Fishers,IN,46038,https://www.myhelo.com/,No,Kurtis Preston,kpreston@myhelo.com,317-774-5500,myhELO Health Portal,2574,3.14,3416,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.1447.Infe.18.01.1.181201,9821,15.04.04.1447.Infe.18.01.1.181201,12/1/2018,1/16/2020,,Withdrawn by Developer,Drummond Group,,Epic Systems Corporation,448,1979 Milky Way,Verona,WI,53593,http://www.epic.com,No,Sasha TerMaat,info@epic.com,608-271-9000,Infection Control Antimicrobial Use and Resistance Reporting,2607,Nov-18,7600,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.2883.eCli.11.03.1.220201,10813,15.04.04.2883.eCli.11.03.1.220201,2/1/2022,12/31/2022,,Withdrawn by Developer,Drummond Group,,"eClinicalWorks, LLC",1884,2 Technology Drive,Westborough,MA,1581,http://www.eclinicalworks.com,No,Vinay Ginjupalli,Vinay.Ginjupalli@eclinicalworks.com,508-948-5070,eClinicalWorks,3189,11.52.241,8438,https://www.eclinicalworks.com/resources/certified-ehr-technology/,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2015,15.02.05.2954.PROT.01.01.0.220204,10819,15.02.05.2954.PROT.01.01.0.220204,2/4/2022,11/30/2022,,Withdrawn by Developer,SLI Compliance,,"Protenus, Inc.",1955,1629 Thames Street,Baltimore,MD,21231,http://www.protenus.com,No,Nick Culbertson,nick@protenus.com,808-341-0840,Protenus Platform,2713,2,6523,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.2155.Pers.32.01.1.181231,9879,15.04.04.2155.Pers.32.01.1.181231,12/31/2018,12/31/2022,,Withdrawn by Developer,Drummond Group,,Persivia,1156,"4 Mount Royal Ave, 4th Floor",Marlborough,MA,1752,http://www.persivia.com,No,Amol Sawant,amol.sawant@persivia.com,617 840 0458,Persivia Platform,3391,3.2,7654,https://persivia.com/meaningful-use-certification-language/,,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2015,15.02.02.3044.A092.01.00.0.190326,9947,15.02.02.3044.A092.01.00.0.190326,3/26/2019,1/21/2021,,Withdrawn by Developer,UL LLC,,"PhysicianXpress, Inc.",2045,"409 2nd Avenue, Ste 201",Collegeville,PA,19426,https://www.physicianxpress.com,No,Ken Dominy,ken@physicianxpress.com,877-366-7331,PediatricXpress,3071,19,7716,,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.2931.MEDI.16.01.1.180606,9904,15.04.04.2931.MEDI.16.01.1.180606,6/6/2018,3/6/2019,,Withdrawn by Developer,Drummond Group,,"Medical Information Technology, Inc. (MEDITECH)",1932,7 Blue Hill River Road,Canton,MA,2021,https://www.meditech.com,No,John Kefalas,jkefalas@meditech.com,781-821-3000,MEDITECH 6.1 Ambulatory  Electronic Health Record,3322,v6.16,7677,,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.2002.EMA5.11.01.0.181228,9917,15.04.04.2002.EMA5.11.01.0.181228,12/28/2018,10/15/2021,,Withdrawn by Developer,Drummond Group,,Modernizing Medicine,1003,4850 Network Way Suite 200,Boca Raton,FL,33431,http://www.modmed.com,No,Ida Mantashi,Ida.mantashi@modmed.com,561-880-2988 x1524,EMA,1697,5.11,7688,,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.1930.eERX.04.00.0.190312,9942,15.04.04.1930.eERX.04.00.0.190312,3/12/2019,11/22/2021,,Withdrawn by Developer,Drummond Group,,"MedicaSoft, LLC",931,"2300 Wilson Boulevard, Suite 300",Arlington,VA,22201,https://www.medicasoft.com/,No,Michael O'Neill,mike.oneill@medicasoftllc.com,571-257-3858,ehr.NXT ePrescribing,3068,4.1.0,7711,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2015,15.02.02.3124.A039.02.01.1.190319,9937,15.02.02.1708.A039.02.01.1.190319,3/19/2019,1/6/2020,,Withdrawn by Developer,UL LLC,,"Qualifacts Systems, LLC",2125,315 Deaderick St.,Nashville,TN,37238,http://www.qualifacts.com,No,Hope Winkowski,hope.winkowski@qualifacts.com,301-652-9500 ext. 0428,Insync EMR/PM,1070,9,6637,,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2015,15.04.04.1447.Epic.AM.14.1.200601,10401,15.04.04.1447.Epic.AM.14.1.200601,6/1/2020,2/4/2022,,Withdrawn by Developer,Drummond Group,,Epic Systems Corporation,448,1979 Milky Way,Verona,WI,53593,http://www.epic.com,No,Sasha TerMaat,info@epic.com,608-271-9000,EpicCare Ambulatory Base,2980,May-20,8125,https://www.epic.com/content/RWTEpicCare.pdf,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2015,15.04.04.3100.EpiM.01.00.1.220221,10839,15.04.04.3100.EpiM.01.00.1.220221,2/21/2022,12/31/2022,,Withdrawn by Developer,Drummond Group,,Lancman Solutions LLC,2101,"333 Westchester Ave, Suite E104",White Plains,NY,10605,http://lancmansolutions.com/,Yes,Melissa Carollo,mcarollo@epilepsygroup.com,914-428-4213,Epi-Management,3607,1,8447,https://lancmansolutions.com/product/,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
